Name,Status,Launch Service Provider,Rocket,Mission,Net,Pad
Soyuz-FG | Soyuz TMA-5,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz,Soyuz TMA-5,10/13/2004 11:06 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Proton-M Briz-M | AMC 15,Launch Successful,Khrunichev State Research and Production Space Center,Proton-M Briz-M,AMC 15,10/14/2004 5:23 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Long March 3A | Feng Yun 2C,Launch Successful,China Aerospace Science and Technology Corporation,Long March 3A,Feng Yun 2C,10/18/2004 9:20 p.m.,"Launch Complex 2 (LC-2) | Xichang Satellite Launch Center, People's Republic of China"
Proton-K/DM-2M | Ekspress AM-1,Launch Successful,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,Ekspress AM-1,10/29/2004 6:11 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Long March 4B | Zi Yuan 2-3,Launch Successful,China Aerospace Science and Technology Corporation,Long March 4B,Zi Yuan 2-3,11/05/2004 10:10 p.m.,"Launch Complex 7 | Taiyuan Satellite Launch Center, People's Republic of China"
Delta II | GPS IIR-13,Launch Successful,United States Air Force,Delta II,GPS IIR-13,11/06/2004 12:39 a.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA"
Soyuz 2.1a | GVM Oblik,Launch Successful,Russian Space Forces,Soyuz 2.1a,GVM Oblik,11/08/2004 12:29 p.m.,"43/4 (43R) | Plesetsk Cosmodrome, Russian Federation"
Long March 2C | Shiyan Weixing 2,Launch Successful,China Aerospace Science and Technology Corporation,Long March 2,Shiyan Weixing 2,11/18/2004 5:45 a.m.,"Launch Complex 3 (LC-3/LA-1) | Xichang Satellite Launch Center, People's Republic of China"
Delta II | Swift,Launch Successful,United States Air Force,Delta II,Swift,11/20/2004 12:16 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Atlas V 521 | AMC 16,Launch Successful,Lockheed Martin,Atlas V 521,AMC 16,12/17/2004 7:07 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
"Ariane 5 G+ | Helios 2A, Essaim 1, 2, 3, 4, PARASOL, Nanosat 01",Launch Successful,Arianespace,Ariane 5 G+,"Helios 2A, Essaim 1-4, PARASOL, Nanosat 01",12/18/2004 11:26 a.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Delta IV Heavy | Demosat and 3CS-1 & 2,Partial Failure,Boeing,Delta IV Heavy,—,12/21/2004 4:50 p.m.,"Space Launch Complex 37B | Cape Canaveral, FL, USA"
Soyuz U | Progress M-51,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,12/23/2004 5:19 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Tsiklon-3 | Sich-1M,Launch Failure,Russian Space Forces,Tsiklon-3,Sich-1M,12/24/2004 6:20 a.m.,"32/2 | Plesetsk Cosmodrome, Russian Federation"
"Proton | Uragan 85, 86 & Uragan-M 3",Launch Successful,Khrunichev State Research and Production Space Center,Proton,"Uragan 85, 86 & Uragan-M 3",12/26/2004 8:53 a.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Delta II | Deep Impact (DIF),Launch Successful,United States Air Force,Delta II,Deep Impact (DIF),01/12/2005 1:47 p.m.,"Space Launch Complex 17B | Cape Canaveral, FL, USA"
Kosmos-3M | Parus 96,Launch Successful,Production Corporation Polyot,Kosmos-3M,Parus 96,01/19/2005 10 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
Proton-M Briz-M | AMC 12,Launch Successful,Khrunichev State Research and Production Space Center,Proton-M Briz-M,AMC 12,02/02/2005 9:27 p.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Atlas | NROL-23,Launch Successful,Lockheed Martin,Atlas IIIB,NROL-23 (Intruder 7A & 7B),02/03/2005 2:41 a.m.,"Launch Complex 36B | Cape Canaveral, FL, USA"
"Ariane 5 ECA | XTAR-EUR, Maqsat-B2, Sloshsat",Launch Successful,Arianespace,Ariane 5 ECA,"XTAR-EUR, Maqsat-B2, Sloshsat",02/12/2005 4:03 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
H-IIA 2022 | Himawari-6 (MTSAT-1R),Launch Successful,Japan Aerospace Exploration Agency,H-IIA 2022,Himawari-6 (MTSAT-1R),02/26/2005 4:25 a.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan"
Soyuz U | Progress M-52,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,02/28/2005 2:09 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Zenit | XM-3,Launch Successful,Sea Launch,Zenit,XM-3,02/28/2005 10:50 p.m.,Launch Platform Odyssey | Sea Launch
Atlas V 431 | INMARSAT 4 F1,Launch Successful,Lockheed Martin,Atlas V 431,INMARSAT 4 F1,03/11/2005 4:42 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Proton-K/DM-2M | Ekspress AM-2,Launch Successful,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,Ekspress AM-2,03/29/2005 4:31 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Minotaur I | XSS-11,Launch Successful,Orbital Sciences Corporation,Minotaur I,XSS-11,04/11/2005 9:35 a.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA"
Long March 3B | Apstar 6,Launch Successful,China Aerospace Science and Technology Corporation,Long March 3,Apstar 6,04/12/2005 8 a.m.,"Launch Complex 2 (LC-2) | Xichang Satellite Launch Center, People's Republic of China"
Soyuz-FG | Soyuz TMA-6,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz,Soyuz TMA-6,04/14/2005 8:46 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Pegasus XL | Demonstration for Autonomous Rendezvous Technology (DART),Launch Successful,Orbital Sciences Corporation,Pegasus XL,—,04/15/2005 1:27 p.m.,Vandenberg Space Force Base | Air launch to orbit
Zenit | Spaceway 1,Launch Successful,Sea Launch,Zenit,Spaceway 1,04/26/2005 3:31 a.m.,Launch Platform Odyssey | Sea Launch
Titan 405B | NROL-16,Launch Successful,United States Air Force,Titan 405B,NROL-16 (Onyx 5),04/29/2005 8:50 p.m.,"Space Launch Complex 40 | Cape Canaveral, FL, USA"
PSLV | Cartosat-1,Launch Successful,Indian Space Research Organization,PSLV,Cartosat-1,05/05/2005 12:45 a.m.,"Satish Dhawan Space Centre Second Launch Pad | Satish Dhawan Space Centre, India"
Delta II | NOAA 18,Launch Successful,United States Air Force,Delta II,NOAA 18,05/20/2005 6:22 a.m.,"Space Launch Complex 2W | Vandenberg SFB, CA, USA"
Proton-M Briz-M | DirecTV-8,Launch Successful,Khrunichev State Research and Production Space Center,Proton-M Briz-M,DirecTV-8,05/22/2005 1:59 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz-U-PVB | Foton-M No. 2,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-U-PVB,Foton-M No. 2,05/31/2005 8 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Kaituozhe-1 | KT-1 satellite?,Launch Failure,China Aerospace Science and Technology Corporation,Kaituozhe-1,KT-1 satellite?,06/08/2005 8 p.m.,"Kaituozhe Launch Pad | Taiyuan Satellite Launch Center, People's Republic of China"
Soyuz U | Progress M-53,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,06/16/2005 7:09 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Molniya-M | Molniya-3K,Launch Failure,Progress Rocket Space Center,Molniya-M,Molniya-3K,06/20/2005 8:48 p.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation"
Volna | Cosmos-1,Launch Failure,Makeyev Rocket Design Bureau,Volna,Cosmos-1,06/21/2005 3:46 p.m.,Borisoglebsk (K-496) | Sea Launch
Zenit | Intelsat IA-8,Launch Successful,Sea Launch,Zenit,Intelsat IA-8,06/23/2005 10:03 a.m.,Launch Platform Odyssey | Sea Launch
Proton | Ekspress AM-3,Launch Successful,Khrunichev State Research and Production Space Center,Proton,Ekspress AM-3,06/24/2005 3:41 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Long March 2D | Shi Jian 7,Launch Successful,China Aerospace Science and Technology Corporation,Long March 2D,Shi Jian 7,07/05/2005 6:40 p.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China"
M-V | Suzaku,Launch Successful,Japan Aerospace Exploration Agency,M-V,Suzaku,07/09/2005 11:30 p.m.,"Mu Center | Uchinoura Space Center, Japan"
Space Shuttle Discovery / OV-103 | STS-114,Launch Successful,United Space Alliance,Space Shuttle,STS-114,07/26/2005 10:39 a.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA"
Long March 2C | Fanhui Shi Weixing (21),Launch Successful,China Aerospace Science and Technology Corporation,Long March 2,Fanhui Shi Weixing (21),08/02/2005 3:30 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China"
Ariane 5 GS | Thaicom 4,Launch Successful,Arianespace,Ariane 5 GS,Thaicom 4,08/11/2005 4:20 a.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Atlas V 401 | Mars Reconnaissance Orbiter,Launch Successful,Lockheed Martin,Atlas V 401,Mars Reconnaissance Orbiter,08/12/2005 7:43 a.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Soyuz-FG | Galaxy 14,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-FG,Galaxy 14,08/13/2005 7:28 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Dnepr | Kirari,Launch Successful,ISC Kosmotras,Dnepr,Kirari,08/23/2005 5:09 p.m.,"109/95 | Baikonur Cosmodrome, Republic of Kazakhstan"
Rokot / Briz-KM | Monitor-E No. 1,Launch Successful,Russian Space Forces,Rokot/Briz-KM,Monitor-E No. 1,08/26/2005 2:34 p.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Long March 2D | Fanhui Shi Weixing (22),Launch Successful,China Aerospace Science and Technology Corporation,Long March 2D,Fanhui Shi Weixing (22),08/29/2005 4:45 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China"
Soyuz-U-PVB | Yantar-1KFT 21,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-U-PVB,Yantar-1KFT 21,09/02/2005 5:50 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz U | Progress M-54,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,09/08/2005 9:07 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Proton-M Briz-M | Anik F1R,Launch Successful,Khrunichev State Research and Production Space Center,Proton-M Briz-M,Anik F1R,09/08/2005 5:53 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Minotaur I | STP-R1,Launch Successful,Orbital Sciences Corporation,Minotaur I,STP-R1,09/22/2005 10:24 p.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA"
Delta II | GPS IIR-14(M),Launch Successful,United States Air Force,Delta II,GPS IIR-14(M),09/25/2005 11:37 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Soyuz-FG | Soyuz TMA-7,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz,Soyuz TMA-7,09/30/2005 11:55 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Rokot / Briz-KM | CRYOSAT,Launch Failure,Eurockot Launch Services,Rokot/Briz-KM,CRYOSAT,10/08/2005 11:02 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Long March 2F | Shenzhou-6,Launch Successful,China Aerospace Science and Technology Corporation,Long March 2F,Shenzhou-6,10/11/2005 9 p.m.,"Launch Area 4 (SLS-1 / 921) | Jiuquan Satellite Launch Center, People's Republic of China"
Ariane 5 GS | Syracuse 3A & Galaxy 15,Launch Successful,Arianespace,Ariane 5 GS,Syracuse 3A & Galaxy 15,10/13/2005 6:32 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Titan 404B | NROL-20,Launch Successful,United States Air Force,Titan 404B,NROL-20 (KH-11 14),10/19/2005 2:05 p.m.,"Space Launch Complex 4E | Vandenberg SFB, CA, USA"
Kosmos-3M | Beijing-1,Launch Successful,Production Corporation Polyot,Kosmos-3M,Beijing-1,10/27/2005 2:52 a.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
Zenit | INMARSAT 4 F2,Launch Successful,Sea Launch,Zenit,INMARSAT 4 F2,11/08/2005 9:06 a.m.,Launch Platform Odyssey | Sea Launch
Soyuz-FG | Venus Express,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-FG,Venus Express,11/08/2005 10:33 p.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
"Ariane 5 ECA | Spaceway F2, TELKOM-2",Launch Successful,Arianespace,Ariane 5 ECA,"Spaceway F2, TELKOM-2",11/16/2005 6:46 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Soyuz U | Progress M-55,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,12/21/2005 1:38 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Kosmos-3M | Strela-3M 1,Launch Successful,Production Corporation Polyot,Kosmos-3M,Strela-3M 1,12/21/2005 2:34 p.m.,"132/1 (132L) | Plesetsk Cosmodrome, Russian Federation"
"Ariane 5 GS | INSAT-4A, Meteosat 9",Launch Successful,Arianespace,Ariane 5 GS,"INSAT-4A, Meteosat 9",12/21/2005 5:33 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
"Proton | Uragan 87, Uragan-M 4 & 5",Launch Successful,Khrunichev State Research and Production Space Center,Proton,"Uragan 87, Uragan-M 4 & 5",12/25/2005 12:07 a.m.,"81/24 (81P) | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz-FG | Giove A,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-FG,Giove A,12/28/2005 12:19 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Proton-M Briz-M | AMC 23,Launch Successful,Khrunichev State Research and Production Space Center,Proton-M Briz-M,AMC 23,12/28/2005 9:28 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Atlas V 551 | New Horizons,Launch Successful,United Launch Alliance,Atlas V 551,New Horizons,01/19/2006 2 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
H-IIA 2022 | Daichi,Launch Successful,Japan Aerospace Exploration Agency,H-IIA 2022,Daichi,01/23/2006 8:33 p.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan"
Zenit | Echostar X,Launch Successful,Sea Launch,Zenit,Echostar X,02/15/2006 6:34 p.m.,Launch Platform Odyssey | Sea Launch
H-IIA 2024 | Himawari-7 (MTSAT-2),Launch Successful,Japan Aerospace Exploration Agency,H-IIA 2024,Himawari-7 (MTSAT-2),02/18/2006 1:27 a.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan"
M-V | Akari,Launch Successful,Japan Aerospace Exploration Agency,M-V,Akari,02/21/2006 4:28 p.m.,"Mu Center | Uchinoura Space Center, Japan"
Proton-M Briz-M | Arabsat 4A,Launch Failure,Khrunichev State Research and Production Space Center,Proton-M Briz-M,Arabsat 4A,02/28/2006 3:10 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Ariane 5 ECA | Spainsat & Hot Bird 7A,Launch Successful,Arianespace,Ariane 5 ECA,Spainsat & Hot Bird 7A,03/11/2006 5:33 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Pegasus XL | ST-5 FWD,Launch Successful,Orbital Sciences Corporation,Pegasus XL,ST-5 FWD,03/22/2006 9:03 a.m.,Vandenberg Space Force Base | Air launch to orbit
Falcon 1 | FalconSAT-2,Launch Failure,SpaceX,Falcon 1,FalconSAT-2,03/24/2006 5:30 p.m.,"Omelek Island | Ronald Reagan Ballistic Missile Defense Test Site, Kwajalein Atoll, Marshall Islands"
Pegasus XL | Space Technology 5 (ST-5) (3x microsats),Launch Successful,Orbital Sciences Corporation,Pegasus XL,—,03/28/2006 3:10 p.m.,Vandenberg Space Force Base | Air launch to orbit
Soyuz-FG | Soyuz TMA-8,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz,Soyuz TMA-8,03/29/2006 9:30 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Zenit | JCSAT 5A,Launch Successful,Sea Launch,Zenit,JCSAT 5A,04/12/2006 7:29 p.m.,Launch Platform Odyssey | Sea Launch
Minotaur I | COSMIC 1-6,Launch Successful,Orbital Sciences Corporation,Minotaur I,COSMIC 1-6,04/14/2006 9:40 p.m.,"Space Launch Complex 8 | Vandenberg SFB, CA, USA"
Atlas V 411 | Astra 1KR,Launch Successful,Lockheed Martin,Atlas V 411,Astra 1KR,04/20/2006 4:27 p.m.,"Space Launch Complex 41 | Cape Canaveral, FL, USA"
Soyuz U | Progress M-56,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,04/24/2006 12:03 p.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Start-1 | EROS B,Launch Successful,Russian Space Forces,Start-1,EROS B,04/25/2006 12:47 p.m.,"5 | Svobodny Cosmodrome, Russian Federation"
Long March 4C | Yaogan Weixing 1,Launch Successful,China Aerospace Science and Technology Corporation,Long March 4C,Yaogan Weixing 1,04/26/2006 6:48 p.m.,"Launch Complex 7 | Taiyuan Satellite Launch Center, People's Republic of China"
Delta 7420-10C | Cloudsat,Launch Successful,United States Air Force,Delta 7420-10C,Cloudsat,04/28/2006 6:02 a.m.,"Space Launch Complex 2W | Vandenberg SFB, CA, USA"
Soyuz-U-PVB | Yantar-4K2M 2,Launch Successful,Russian Space Forces,Soyuz-U-PVB,Yantar-4K2M 2,05/03/2006 11:38 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation"
"Delta IV M+(4,2) | GOES 13",Launch Successful,United States Air Force,"Delta IV M+(4,2)",GOES 13,05/24/2006 6:11 p.m.,"Space Launch Complex 37B | Cape Canaveral, FL, USA"
Shtil'-1 | COMPASS-2,Launch Successful,Makeyev Rocket Design Bureau,Shtil'-1,COMPASS-2,05/26/2006 2:50 p.m.,Ekaterinburg (K-84) | Sea Launch
Ariane 5 ECA | Satmex 6 & Thaicom 5,Launch Successful,Arianespace,Ariane 5 ECA,Satmex 6 & Thaicom 5,05/26/2006 8 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Soyuz-U-PVB | Resurs-DK,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-U-PVB,Resurs-DK,06/15/2006 4 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Proton-K/DM-2M | Kazsat,Launch Successful,Khrunichev State Research and Production Space Center,Proton-K/DM-2M,Kazsat,06/17/2006 6:44 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Zenit | Galaxy 16,Launch Successful,Sea Launch,Zenit,Galaxy 16,06/18/2006 3:50 a.m.,Launch Platform Odyssey | Sea Launch
Delta II | MITEx,Launch Successful,United States Air Force,Delta II,MITEx,06/21/2006 6:15 p.m.,"Space Launch Complex 17A | Cape Canaveral, FL, USA"
Soyuz U | Progress M-57,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz U,—,06/24/2006 11:08 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
Tsiklon-2 | US-PM 13,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Tsiklon-2,US-PM 13,06/25/2006 midnight,"90/20 | Baikonur Cosmodrome, Republic of Kazakhstan"
"Delta IV M+(4,2) | NROL-22",Launch Successful,United States Air Force,"Delta IV M+(4,2)",NROL-22 (Trumpet 4),06/27/2006 11:33 p.m.,"Space Launch Complex 6 | Vandenberg SFB, CA, USA"
Space Shuttle Discovery / OV-103 | STS-121,Launch Successful,United Space Alliance,Space Shuttle,STS-121,07/04/2006 2:37 p.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA"
GSLV | INSAT-4C,Launch Failure,Indian Space Research Organization,GSLV,—,07/10/2006 8:08 a.m.,"Satish Dhawan Space Centre Second Launch Pad | Satish Dhawan Space Centre, India"
Dnepr | Genesis-1,Launch Successful,ISC Kosmotras,Dnepr,Genesis-1,07/12/2006 10:53 a.m.,"370/11 | Dombarovskiy, Russian Federation"
Molniya-M | US-K 83,Launch Successful,Progress Rocket Space Center,Molniya-M,US-K 83,07/21/2006 12:20 a.m.,"16/2 | Plesetsk Cosmodrome, Russian Federation"
Dnepr | BelKA,Launch Failure,ISC Kosmotras,Dnepr,BelKA,07/26/2006 3:43 p.m.,"109/95 | Baikonur Cosmodrome, Republic of Kazakhstan"
Rokot / Briz-KM | Arirang-2,Launch Successful,Eurockot Launch Services,Rokot/Briz-KM,Arirang-2,07/28/2006 3:05 a.m.,"133/3 (133L) | Plesetsk Cosmodrome, Russian Federation"
Proton-M Briz-M | Hot Bird 8,Launch Successful,Khrunichev State Research and Production Space Center,Proton-M Briz-M,Hot Bird 8,08/04/2006 5:48 p.m.,"200/39 (200L) | Baikonur Cosmodrome, Republic of Kazakhstan"
Ariane 5 ECA | JCSAT-10 & Syracuse 3B,Launch Successful,Arianespace,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,08/11/2006 6:15 p.m.,"Ariane Launch Area 3 | Guiana Space Centre, French Guiana"
Zenit | Mugunghwa 5,Launch Successful,Sea Launch,Zenit,Mugunghwa 5,08/21/2006 11:27 p.m.,Launch Platform Odyssey | Sea Launch
Long March 2C | Shi Jian 8,Launch Successful,China Aerospace Science and Technology Corporation,Long March 2,Shi Jian 8,09/09/2006 3 a.m.,"Launch Area 4 (SLS-2 / 603) | Jiuquan Satellite Launch Center, People's Republic of China"
Space Shuttle Atlantis / OV-104 | STS-115,Launch Successful,United Space Alliance,Space Shuttle,STS-115,09/09/2006 11:14 a.m.,"Launch Complex 39B | Kennedy Space Center, FL, USA"
H-IIA 202 | IGS Optical 2,Launch Successful,Japan Aerospace Exploration Agency,H-IIA 202,IGS Optical 2,09/11/2006 12:35 a.m.,"Yoshinobu Launch Complex LP-1 | Tanegashima Space Center, Japan"
Long March 3A | Zhongxing 22A,Launch Successful,China Aerospace Science and Technology Corporation,Long March 3A,Zhongxing 22A,09/12/2006 12:02 p.m.,"Launch Complex 2 (LC-2) | Xichang Satellite Launch Center, People's Republic of China"
Soyuz-U-PVB | Orlets-1 8,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz-U-PVB,Orlets-1 8,09/14/2006 9:41 a.m.,"31/6 | Baikonur Cosmodrome, Republic of Kazakhstan"
Soyuz-FG | Soyuz TMA-9,Launch Successful,Russian Federal Space Agency (ROSCOSMOS),Soyuz,Soyuz TMA-9,09/18/2006 12:08 a.m.,"1/5 | Baikonur Cosmodrome, Republic of Kazakhstan"
M-V | Hinode,Launch Successful,Japan Aerospace Exploration Agency,M-V,Hinode,09/22/2006 5:36 p.m.,"Mu Center | Uchinoura Space Center, Japan"
